D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,hours,rank
8:4,3:4,1:0,6:2,3:0,0:0,0:0,1:1,1:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,6:4,0:0,0:0,2:2,0:0,0:0,0:0,0:0,Updated : 41 Hours Ago,3868
0:0,1:3,0:0,0:0,25:21,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:1,2:2,0:0,0:0,0:0,Updated : 22 Hours Ago,3868
0:0,0:0,0:3,0:0,0:0,43:35,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:3,0:0,0:1,0:0,0:0,Updated : 17 Hours Ago,3868
1:1,18:17,2:2,0:1,2:1,1:0,1:0,11:9,5:4,0:0,2:3,0:0,0:0,0:0,0:1,0:1,0:0,2:0,2:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 33 Hours Ago,3868
0:0,15:3,0:1,1:0,2:1,0:0,17:2,27:4,1:1,0:1,11:3,0:0,1:1,0:0,0:0,1:0,0:0,1:1,1:1,0:0,0:1,0:0,2:3,0:0,0:0,0:0,Updated : 19 Hours Ago,3868
9:6,1:0,26:17,1:1,1:0,4:2,1:0,1:1,3:5,0:0,4:2,2:3,4:3,0:0,0:0,2:1,0:0,1:0,5:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,3868
0:0,4:5,1:0,1:0,1:0,0:0,18:24,1:1,0:1,0:1,5:9,0:1,8:7,0:0,0:0,1:1,1:2,0:0,0:0,0:0,0:1,0:0,3:4,0:2,10:7,0:0,Updated : 19 Hours Ago,3868
1:0,7:7,0:3,7:5,1:0,3:6,4:5,2:2,5:4,4:3,0:1,2:1,3:5,1:0,0:1,0:1,0:0,22:21,2:2,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 16 Hours Ago,3868
1:0,7:7,0:3,7:5,1:0,3:6,4:5,2:2,5:4,4:3,0:1,2:1,3:5,1:0,0:1,0:1,0:0,22:21,2:2,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 16 Hours Ago,3868
1:1,2:1,1:0,0:0,0:1,0:0,24:25,28:39,0:0,1:1,2:0,0:0,0:0,0:0,1:0,1:0,0:0,6:9,6:3,0:0,0:0,0:0,0:1,0:0,0:1,0:0,Updated : 18 Hours Ago,3868
12:16,0:0,10:9,0:2,2:2,91:66,0:0,1:0,4:7,0:0,1:1,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:2,0:0,0:0,5:3,0:0,0:1,0:0,0:0,Updated : 12 Hours Ago,3868
0:1,2:2,3:2,1:1,1:1,122:85,2:1,0:0,0:1,0:1,2:2,0:0,2:2,0:0,8:12,2:0,0:1,22:16,1:1,1:2,0:0,2:1,0:0,1:0,3:1,1:1,Updated : 14 Hours Ago,3868
0:0,1:1,0:0,4:1,0:0,0:1,1:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3867
0:0,1:0,0:0,0:1,0:0,0:0,0:3,1:1,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,1:1,0:0,0:0,0:0,Updated : 32 Hours Ago,3867
0:0,3:1,0:0,5:3,0:0,0:0,2:0,0:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3867
0:0,3:4,0:0,1:1,0:0,0:0,1:2,0:1,2:0,0:0,1:1,0:0,0:1,0:0,0:1,1:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,3867
0:1,2:2,1:0,0:0,0:0,0:0,2:2,2:1,0:0,0:0,3:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,Updated : 359 Hours Ago,3867
2:0,0:1,0:0,0:0,1:1,0:0,2:1,3:1,0:1,0:0,5:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 67 Hours Ago,3867
0:1,0:0,0:0,0:2,0:0,1:0,0:0,1:1,1:0,0:0,1:1,1:0,0:0,1:0,0:0,0:0,0:1,0:1,0:0,1:1,2:0,0:0,4:2,0:1,0:0,0:1,Updated : 18 Hours Ago,3867
3:0,0:0,4:3,0:0,0:0,5:0,1:0,0:0,2:4,0:0,0:0,1:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3867
0:1,0:0,0:0,0:1,0:0,4:4,7:6,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,3867
2:2,0:0,0:0,1:1,8:12,0:0,0:0,0:0,0:1,0:0,0:0,0:2,0:0,0:0,0:0,0:1,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3867
0:0,5:2,0:2,0:0,0:1,0:1,4:3,1:2,0:5,0:0,2:3,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3867
0:0,0:0,0:0,0:0,0:0,24:15,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,3867
2:1,4:2,4:1,0:0,1:1,1:0,0:0,2:0,1:2,2:3,1:0,4:2,1:1,0:0,0:0,0:1,0:0,1:2,3:2,0:0,1:0,1:0,0:0,0:0,0:0,0:0,Updated : 46 Hours Ago,3867
2:0,1:1,0:3,2:1,2:0,14:7,0:0,0:0,4:9,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:3,0:0,0:0,0:0,0:0,Updated : 178 Hours Ago,3867
0:0,0:0,3:3,0:0,0:0,22:20,0:0,0:0,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:4,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,3867
2:4,7:8,4:4,4:2,2:0,0:0,1:3,0:3,3:4,0:1,0:2,0:2,1:0,0:0,0:0,0:0,0:1,0:0,1:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 16 Hours Ago,3867
0:1,1:0,2:2,1:2,6:2,0:0,8:4,4:1,7:5,0:4,1:0,0:0,6:5,0:0,0:0,1:0,0:0,1:0,1:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 18 Hours Ago,3867
0:0,0:0,1:2,1:2,0:1,0:0,25:16,3:1,0:0,0:2,4:6,0:1,0:0,1:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:2,0:0,0:0,0:0,Updated : 134 Hours Ago,3867
2:1,0:1,6:8,0:0,2:0,0:1,1:0,0:0,14:17,0:0,0:1,1:1,0:1,0:0,0:0,0:1,0:0,0:0,0:0,8:9,1:0,0:1,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,3867
1:0,0:0,16:7,9:8,0:1,4:2,2:3,2:1,4:1,1:1,1:2,0:0,0:1,0:1,0:1,2:1,0:1,1:0,6:3,0:0,0:0,0:7,1:0,0:0,1:1,0:0,Updated : 17 Hours Ago,3867
15:15,0:0,0:1,0:0,0:0,3:2,0:0,0:0,0:2,0:0,0:0,1:0,0:1,0:0,0:0,33:37,0:0,0:0,13:13,0:0,0:3,0:1,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,3867
0:0,3:3,1:1,2:3,3:3,0:0,12:10,40:37,10:10,0:0,1:3,0:0,1:1,0:0,0:0,0:2,0:0,0:0,1:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 16 Hours Ago,3867
0:0,54:26,0:1,12:8,0:0,0:0,27:26,2:2,0:0,0:0,2:0,0:1,12:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 351 Hours Ago,3867
16:13,0:1,11:6,5:4,2:3,4:11,0:1,0:1,11:12,0:0,0:0,1:2,0:2,0:0,0:0,8:6,0:0,1:1,13:18,0:0,0:1,33:18,0:0,0:0,1:0,0:0,Updated : 86 Hours Ago,3867
0:8,0:1,2:0,0:0,0:0,106:86,0:1,0:0,5:13,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 5 Hours Ago,3867
0:4,1:3,5:2,38:31,0:0,5:4,13:11,0:0,6:8,5:8,1:0,1:1,1:0,0:1,1:2,9:8,0:0,1:0,2:3,0:0,0:0,0:0,31:22,0:0,1:1,0:0,Updated : 15 Hours Ago,3867
0:0,0:0,0:0,1:3,0:1,0:0,0:1,0:1,1:1,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3866
0:0,0:0,0:0,0:0,4:2,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,Updated : 20 Hours Ago,3866
0:0,0:0,1:1,0:0,0:1,0:1,0:0,0:0,3:3,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3866
0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,1:1,0:0,1:0,0:0,0:0,0:0,0:0,1:1,0:1,0:1,0:0,0:0,0:0,0:0,1:1,0:0,1:0,0:0,Updated : 16 Hours Ago,3866
1:1,0:0,0:2,0:0,1:0,2:1,0:0,0:0,2:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3866
3:0,0:0,0:2,0:0,0:0,0:0,0:0,0:1,1:1,0:0,0:1,0:0,1:0,0:0,0:0,0:1,0:0,0:0,4:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3866
0:1,3:3,1:1,0:0,0:3,0:1,0:1,0:0,1:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,1:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 24 Hours Ago,3866
1:1,1:0,2:1,0:0,2:0,1:1,0:0,0:0,5:4,0:0,0:0,1:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 32 Hours Ago,3866
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:1,0:0,0:0,12:3,0:0,0:0,1:2,0:0,0:0,1:1,1:1,Updated : 19 Hours Ago,3866
1:0,0:0,1:0,1:0,3:1,0:1,4:1,0:0,0:0,0:0,0:0,1:0,1:4,0:0,0:0,0:0,0:1,0:0,5:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 11 Hours Ago,3866
1:1,1:0,2:1,1:1,1:1,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,9:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3866
5:2,0:0,0:1,2:2,0:2,0:1,0:0,0:0,0:0,0:1,0:0,1:0,0:0,0:0,0:0,5:3,0:0,0:0,3:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,3866
0:0,4:3,0:0,0:0,0:1,0:0,1:2,6:5,0:1,0:1,4:2,0:0,0:1,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 28 Hours Ago,3866
0:0,2:3,0:0,0:0,2:5,0:3,1:0,0:0,0:0,1:4,4:2,0:0,0:2,0:0,0:1,0:0,1:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,1:0,0:0,Updated : 27 Hours Ago,3866
1:1,0:1,3:2,3:1,0:0,0:0,0:0,0:0,7:6,0:0,0:1,0:0,0:0,0:0,0:0,2:1,0:0,0:0,4:2,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3866
1:1,0:1,3:1,2:1,0:0,12:12,1:1,0:0,1:3,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3866
1:1,1:1,0:0,1:0,3:1,0:0,6:3,12:5,1:1,2:1,1:2,1:0,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,2:0,0:0,1:1,0:0,1:0,0:0,Updated : 4 Hours Ago,3866
1:2,0:0,2:6,0:0,0:0,16:15,0:1,0:0,0:2,1:1,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 86 Hours Ago,3866
0:0,0:1,1:0,4:2,2:2,1:0,0:0,1:0,0:1,2:2,0:0,4:1,0:0,0:0,0:0,3:4,0:1,1:0,11:8,0:0,0:0,0:1,0:0,0:1,0:1,0:0,Updated : 5 Hours Ago,3866
2:4,0:0,5:6,0:0,0:1,24:18,0:0,0:0,2:4,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:1,0:0,1:3,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3866
0:0,0:1,4:3,0:0,2:0,0:1,0:2,0:1,37:20,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,3866
2:2,3:4,0:0,0:0,1:2,1:0,3:4,0:0,0:0,0:0,0:1,1:0,3:2,0:0,22:19,0:0,0:1,0:1,0:1,0:0,0:1,0:0,0:0,0:0,1:1,0:0,Updated : 20 Hours Ago,3866
1:1,7:7,2:4,2:1,1:0,2:2,8:5,3:3,2:2,0:1,5:3,3:2,4:2,1:0,0:0,1:1,0:0,1:1,4:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 71 Hours Ago,3866
0:3,0:1,5:0,0:0,1:0,0:1,30:9,0:0,1:0,3:2,26:11,1:0,1:0,0:0,0:0,2:0,0:0,1:1,4:3,0:0,0:0,0:0,1:3,0:0,0:0,0:0,Updated : 16 Hours Ago,3866
6:3,0:0,1:0,1:0,3:2,28:23,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,19:22,0:1,0:1,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,3866
2:3,0:1,8:9,4:4,0:2,6:6,5:4,0:1,9:11,5:0,0:1,13:12,1:0,0:0,0:1,4:3,0:1,1:0,13:8,1:0,0:0,1:2,0:0,0:0,0:0,0:0,Updated : 43 Hours Ago,3866
3:1,5:2,1:5,8:4,1:1,0:0,28:16,18:11,5:5,0:0,1:2,1:0,10:4,0:1,0:1,0:1,0:0,3:3,1:1,0:0,0:0,0:1,0:0,1:0,0:0,0:0,Updated : 15 Hours Ago,3866
2:1,2:2,6:4,2:2,4:4,49:27,0:0,0:0,16:7,0:0,0:1,0:0,1:1,0:0,0:0,0:1,0:0,1:2,1:3,0:2,0:0,10:5,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,3866
7:8,6:3,7:4,12:6,9:8,11:16,8:4,4:2,12:11,1:1,3:0,1:1,1:1,1:1,0:1,2:1,0:0,0:1,7:3,0:0,0:0,2:0,0:0,1:0,0:1,0:0,Updated : 45 Hours Ago,3866
69:55,0:1,6:7,1:2,2:6,49:38,1:0,0:0,17:20,0:0,0:1,2:3,2:4,0:0,1:0,5:7,0:0,1:3,2:4,0:0,0:0,3:2,0:0,0:1,0:0,0:0,Updated : 5 Hours Ago,3866
1:0,4:0,0:0,1:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3865
0:0,1:2,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:4,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,Updated : 22 Hours Ago,3865
1:0,1:1,0:1,0:1,0:1,0:0,0:0,2:0,0:0,0:0,1:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 32 Hours Ago,3865
0:0,1:0,0:0,0:1,0:0,0:1,2:1,1:0,0:1,0:0,0:1,1:1,0:0,0:0,0:0,0:1,0:0,0:1,0:1,0:0,0:0,0:1,0:1,0:0,0:0,0:0,Updated : 15 Hours Ago,3865
0:0,0:0,0:1,0:0,0:0,10:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 33 Hours Ago,3865
0:0,0:0,0:1,0:0,0:0,0:0,4:3,0:0,3:3,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3865
0:0,0:0,1:2,0:0,0:0,0:0,5:0,2:2,0:2,0:1,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3865
0:0,0:0,0:0,1:0,0:0,7:7,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 33 Hours Ago,3865
0:0,2:1,1:1,0:1,0:0,0:0,2:0,4:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,3865
0:1,6:2,0:0,1:0,3:3,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,Updated : 13 Hours Ago,3865
0:0,3:2,3:4,0:1,0:0,0:2,0:0,0:2,0:3,0:0,1:1,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:1,0:0,0:0,0:0,Updated : 19 Hours Ago,3865
0:0,2:2,5:2,0:0,1:0,0:0,0:2,0:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,3:3,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,3865
0:0,1:2,1:1,3:1,0:0,0:0,5:7,0:0,4:1,0:0,2:2,0:0,0:0,0:0,0:0,0:1,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,3865
2:2,0:0,0:0,0:0,1:0,7:4,0:0,0:0,0:1,0:0,0:0,2:0,0:0,0:0,0:0,2:1,0:0,0:0,8:5,0:0,0:0,1:1,0:0,0:0,0:0,1:0,Updated : 23 Hours Ago,3865
10:9,0:0,0:0,0:0,0:1,4:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:4,0:0,0:0,2:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3865
3:1,1:2,0:0,3:0,2:1,0:0,5:2,9:4,0:0,0:1,2:1,0:0,1:0,0:0,0:0,1:0,0:0,0:1,0:1,0:0,0:0,0:0,0:1,0:0,1:0,0:0,Updated : 333 Hours Ago,3865
0:0,3:3,1:2,1:1,1:1,2:0,5:4,17:8,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:2,0:0,1:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,3865
1:2,0:1,2:2,1:1,1:2,5:5,11:6,0:0,2:5,0:0,6:2,0:0,6:3,0:0,0:0,1:1,0:0,0:1,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 113 Hours Ago,3865
2:2,0:0,1:0,0:0,18:10,11:4,2:2,0:2,10:6,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3865
2:2,5:6,0:1,1:0,2:1,0:1,3:2,29:28,0:1,5:2,1:2,0:0,1:2,0:0,0:0,0:1,1:1,3:1,0:0,0:1,0:0,0:1,0:0,0:0,1:0,0:0,Updated : 17 Hours Ago,3865
0:0,6:5,0:0,1:2,11:5,0:0,22:12,14:13,3:2,0:0,5:4,0:0,0:0,0:0,1:0,0:0,0:0,1:3,1:0,0:0,0:0,0:0,1:0,0:1,1:0,0:0,Updated : 17 Hours Ago,3865
0:2,0:0,9:15,0:0,1:1,127:82,0:0,0:0,6:13,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,2:2,0:0,0:0,0:3,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3865
0:0,0:0,0:0,0:0,0:0,0:0,3:1,0:0,0:0,1:0,0:1,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,Updated : 33 Hours Ago,3864
1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:3,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3864
0:0,2:0,5:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 120 Hours Ago,3864
0:0,0:1,0:1,2:2,0:0,0:1,0:1,0:2,0:0,0:0,0:0,0:0,1:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3864
3:3,0:0,0:0,0:0,3:1,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 328 Hours Ago,3864
0:0,0:2,0:1,0:0,0:0,0:0,1:2,3:0,1:1,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3864
0:1,0:0,0:0,0:0,0:0,2:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,6:4,0:0,0:0,0:0,Updated : 22 Hours Ago,3864
0:0,0:0,0:1,0:0,0:0,1:2,0:1,0:0,2:4,0:0,0:0,0:2,0:1,0:0,0:0,0:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,Updated : 18 Hours Ago,3864
0:0,0:0,0:0,0:1,0:0,0:0,2:2,0:1,0:0,1:1,1:2,0:0,1:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,Updated : 29 Hours Ago,3864
0:0,0:0,0:0,0:0,0:0,12:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 204 Hours Ago,3864
0:0,0:2,0:0,2:0,2:2,0:0,5:3,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3864
1:0,0:0,0:0,0:0,1:0,0:0,0:0,6:1,1:2,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,3:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 70 Hours Ago,3864
0:0,0:0,2:0,1:2,4:3,2:1,0:0,0:0,0:0,1:0,0:0,0:1,1:1,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 14 Hours Ago,3864
4:1,0:0,5:5,0:0,1:0,1:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:3,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3864
4:3,0:1,1:0,0:1,4:7,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3864
0:0,0:2,0:1,0:1,1:2,4:3,1:0,1:2,1:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,1:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3864
0:0,3:5,1:1,1:1,0:0,1:0,1:3,1:1,0:1,0:2,1:1,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 21 Hours Ago,3864
2:1,1:0,0:1,0:0,0:0,1:1,2:1,8:4,1:2,0:0,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 70 Hours Ago,3864
0:0,0:2,0:1,0:1,1:2,4:3,1:0,1:2,1:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,1:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3864
0:0,3:5,1:1,1:1,0:0,1:0,1:3,1:1,0:1,0:2,1:1,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 21 Hours Ago,3864
2:1,1:0,0:1,0:0,0:0,1:1,2:1,8:4,1:2,0:0,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 70 Hours Ago,3864
0:1,2:0,0:0,1:0,1:1,2:5,0:3,3:4,2:1,0:0,1:1,0:0,2:1,0:0,0:0,1:0,0:0,0:1,1:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 17 Hours Ago,3864
2:0,1:1,2:0,2:1,1:0,0:0,6:3,6:6,2:3,0:0,3:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 27 Hours Ago,3864
9:5,0:0,0:2,4:3,0:3,1:1,0:0,0:0,2:0,0:0,0:0,0:2,0:0,0:0,0:0,2:3,0:0,0:0,1:4,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 50 Hours Ago,3864
