D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,Moira,hours,rank
0:0,0:0,0:2,0:0,0:1,6:4,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3467
1:1,0:0,2:0,0:0,0:0,5:2,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3467
0:0,0:1,0:0,0:0,0:0,0:0,6:6,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,Updated : 136 Hours Ago,3467
0:0,0:0,0:0,0:2,0:1,0:0,5:3,0:0,0:1,0:1,0:0,0:0,0:1,0:4,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,3467
1:2,0:0,1:1,0:1,0:0,0:1,0:0,0:1,6:4,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,3467
0:0,0:0,0:0,0:1,0:0,0:0,8:5,1:0,0:0,1:0,0:1,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 37 Hours Ago,3467
0:0,0:1,0:0,0:1,3:2,0:0,4:4,1:2,0:0,0:0,0:0,0:0,0:1,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 118 Hours Ago,3467
1:0,0:1,0:1,0:1,0:0,0:1,1:2,3:3,0:2,1:0,1:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:1,0:0,0:1,0:0,0:0,Updated : 26 Hours Ago,3467
0:0,0:1,0:0,0:0,0:2,0:0,2:9,0:0,1:3,0:0,0:2,0:0,0:0,0:0,0:0,0:1,0:1,1:1,0:1,0:0,0:0,0:0,2:4,0:1,0:0,0:0,0:0,Updated : 21 Hours Ago,3467
0:0,0:2,0:0,0:2,1:0,1:1,0:0,1:1,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,1:0,0:0,4:15,0:0,0:0,0:0,0:2,Updated : 4 Hours Ago,3467
2:2,0:1,0:1,1:1,6:6,0:0,1:0,1:2,0:3,0:1,0:0,0:1,0:1,0:0,0:1,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:1,1:0,0:1,0:0,0:0,Updated : 29 Hours Ago,3467
0:0,2:0,0:0,0:0,0:0,0:0,3:0,9:6,2:1,0:1,0:1,1:0,0:0,3:1,1:0,1:1,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,Updated : 32 Hours Ago,3467
1:1,0:0,1:1,0:0,0:0,18:7,0:0,0:0,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:1,0:0,1:0,0:0,0:0,0:0,Updated : 50 Hours Ago,3467
0:0,0:0,4:1,0:0,1:1,0:0,0:1,0:0,13:11,0:0,0:0,0:1,1:2,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 104 Hours Ago,3467
1:1,0:0,8:3,0:0,1:1,2:2,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,12:9,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3467
4:3,1:2,1:1,1:3,1:2,2:0,1:0,1:1,2:2,0:0,0:1,0:0,0:0,0:0,0:0,4:5,0:0,0:0,4:3,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,Updated : 55 Hours Ago,3467
2:2,0:0,10:8,0:0,1:1,8:5,0:0,0:0,1:2,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:2,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,Updated : 53 Hours Ago,3467
0:0,0:0,0:2,1:0,2:2,0:1,0:0,0:0,1:0,6:5,0:0,0:1,1:3,0:0,0:0,0:1,0:0,4:3,2:2,1:1,1:2,1:1,0:0,0:0,0:0,0:1,1:1,Updated : 14 Hours Ago,3467
0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,8:2,0:0,0:0,8:7,0:0,0:0,10:10,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3467
5:5,0:0,0:1,0:1,3:6,0:1,1:2,1:4,3:4,0:0,0:1,0:0,1:1,0:1,0:0,0:1,0:0,0:0,5:3,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,Updated : 38 Hours Ago,3467
0:1,0:0,0:0,28:16,0:3,0:0,0:0,0:0,3:0,0:0,0:0,0:0,0:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3467
12:7,0:1,5:0,0:1,5:1,6:2,0:2,0:0,2:2,0:0,0:0,1:0,0:1,0:0,0:0,2:1,0:0,0:1,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3467
5:5,0:0,0:3,2:2,3:3,0:0,0:0,1:1,0:4,0:0,0:0,1:1,0:1,0:0,0:0,2:3,0:0,0:0,4:8,0:0,0:0,5:3,0:0,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,3467
0:0,4:3,1:1,0:1,0:2,1:0,7:1,11:6,0:1,1:1,1:2,0:1,0:1,3:0,0:1,0:1,0:1,3:0,1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 29 Hours Ago,3467
0:1,0:0,6:5,0:0,0:2,0:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,16:8,0:0,0:0,12:8,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,Updated : 10 Hours Ago,3467
0:2,1:2,0:1,4:3,8:8,0:0,2:2,0:2,1:2,0:0,2:3,2:1,1:0,0:0,0:0,5:1,0:0,0:0,7:2,0:0,1:0,1:0,0:2,0:1,0:0,0:0,0:0,Updated : 24 Hours Ago,3467
3:1,3:2,1:1,1:1,0:3,2:0,3:1,2:3,4:4,1:2,1:0,1:0,0:0,1:1,1:0,0:1,0:0,0:1,0:0,0:0,2:2,1:1,8:6,0:2,2:2,0:0,0:0,Updated : 28 Hours Ago,3467
5:1,9:10,7:1,0:0,1:0,0:0,2:2,9:10,2:0,1:0,2:3,0:0,0:0,0:0,0:0,0:1,0:0,1:1,3:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,Updated : 41 Hours Ago,3467
0:1,0:0,0:1,12:15,6:1,1:0,0:2,3:4,6:6,0:0,0:1,0:0,0:1,12:8,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 58 Hours Ago,3467
0:0,0:0,0:0,0:0,0:0,0:1,0:0,54:26,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3467
0:1,0:0,0:0,0:0,0:0,56:27,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 101 Hours Ago,3467
6:6,5:9,1:2,9:4,2:2,1:6,2:2,1:0,2:5,1:2,1:1,1:0,2:1,0:0,0:0,3:2,0:1,0:1,2:3,0:0,0:0,1:0,0:0,0:1,0:0,0:0,0:0,Updated : 32 Hours Ago,3467
0:0,4:5,0:1,1:0,0:1,0:0,6:7,5:1,1:1,8:3,0:1,0:0,14:7,0:0,0:0,0:0,0:0,12:8,0:1,0:0,0:0,0:0,3:2,0:0,0:0,0:0,0:0,Updated : 41 Hours Ago,3467
7:1,0:1,0:0,5:3,3:2,5:3,2:1,7:8,2:2,0:1,0:0,0:2,2:1,0:0,0:0,14:5,0:1,0:0,12:8,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,3467
0:0,0:1,1:1,16:8,1:0,6:6,9:6,11:3,6:5,0:0,1:1,1:1,2:1,1:2,0:0,2:6,0:0,0:0,1:2,0:0,0:0,0:1,0:0,1:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3467
0:1,0:0,1:3,0:0,0:1,0:0,1:3,0:1,1:3,43:18,0:1,0:0,1:0,1:0,1:0,1:1,0:0,2:2,2:0,0:0,0:0,3:3,2:2,2:4,0:0,1:0,0:0,Updated : 84 Hours Ago,3467
1:4,0:0,33:28,0:2,0:1,8:11,0:0,0:0,7:13,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3467
2:0,16:5,6:2,3:1,18:5,0:1,8:6,11:4,2:2,1:2,4:1,0:0,5:3,0:0,0:0,0:0,0:0,2:0,1:0,0:0,0:0,0:0,2:1,0:0,0:1,0:0,0:0,Updated : 50 Hours Ago,3467
0:0,3:5,1:1,0:1,1:6,0:1,25:23,0:0,1:2,0:1,26:13,0:0,6:8,0:0,1:0,0:0,0:0,0:2,0:2,0:0,0:0,1:0,1:0,0:1,0:0,0:0,0:0,Updated : 12 Hours Ago,3467
0:2,0:0,12:13,0:0,7:11,29:28,0:0,0:0,11:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,10:9,0:0,0:0,3:4,0:0,0:1,0:0,0:0,0:0,Updated : 30 Hours Ago,3467
3:3,10:4,1:0,6:8,1:2,0:2,7:14,12:18,0:0,2:3,12:13,0:0,9:9,0:0,1:1,1:1,0:0,4:7,1:0,1:1,0:1,0:0,8:8,0:0,1:0,0:0,1:1,Updated : 41 Hours Ago,3467
2:2,5:5,0:2,3:2,4:8,11:25,21:12,8:5,2:1,2:5,12:7,1:0,11:6,0:0,2:0,1:0,0:0,1:0,3:2,0:0,1:1,1:1,11:5,2:2,0:0,0:0,0:0,Updated : 28 Hours Ago,3467
3:3,80:44,0:1,0:0,0:0,0:1,4:6,0:1,13:25,0:0,5:3,0:0,0:0,0:1,0:0,8:6,0:1,0:0,0:0,0:0,0:1,0:3,0:0,0:0,0:0,0:1,0:0,Updated : 76 Hours Ago,3467
2:0,3:3,5:3,1:2,1:2,6:10,1:1,0:5,2:2,25:19,0:0,1:1,3:7,0:0,3:1,30:30,1:1,2:2,3:3,0:1,0:0,14:18,0:0,0:0,0:0,1:1,0:1,Updated : 43 Hours Ago,3467
6:2,23:26,7:5,2:3,1:3,5:6,7:7,21:21,2:3,13:8,5:5,0:0,4:7,0:1,0:1,0:2,1:1,5:4,2:3,0:0,0:0,0:1,0:3,0:1,0:1,1:0,0:0,Updated : 26 Hours Ago,3467
1:3,0:0,1:1,0:0,0:0,113:92,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,3:4,0:0,0:1,0:0,1:2,0:0,Updated : 27 Hours Ago,3467
0:0,4:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3466
0:0,0:0,0:0,0:0,1:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:3,0:1,0:0,0:0,0:0,Updated : 24 Hours Ago,3466
0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,1:1,0:0,0:0,1:0,0:0,0:0,3:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 36 Hours Ago,3466
0:0,0:0,0:0,0:0,0:1,4:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,3466
0:0,0:0,0:0,0:0,9:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,3466
6:2,23:26,7:5,2:3,1:3,5:6,7:7,21:21,2:3,13:8,5:5,0:0,4:7,0:1,0:1,0:2,1:1,5:4,2:3,0:0,0:0,0:1,0:3,0:1,0:1,1:0,0:0,Updated : 26 Hours Ago,3467
1:3,0:0,1:1,0:0,0:0,113:92,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,3:4,0:0,0:1,0:0,1:2,0:0,Updated : 27 Hours Ago,3467
0:0,4:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3466
0:0,0:0,0:0,0:0,1:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:3,0:1,0:0,0:0,0:0,Updated : 24 Hours Ago,3466
0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,1:1,0:0,0:0,1:0,0:0,0:0,3:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 36 Hours Ago,3466
0:0,0:0,0:0,0:0,0:1,4:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,3466
0:0,0:0,0:0,0:0,9:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,3466
0:0,1:1,0:1,0:0,0:0,1:0,1:1,1:1,1:0,1:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3466
1:0,0:2,0:0,0:0,1:1,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:1,0:0,0:0,0:0,Updated : 35 Hours Ago,3466
0:1,0:0,0:0,0:0,0:2,0:0,0:1,0:0,3:2,0:0,0:0,0:0,1:2,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,3466
0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,3:5,0:0,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,3466
2:1,0:0,0:1,1:2,1:0,2:3,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3466
0:0,0:0,0:1,1:0,0:0,0:0,0:0,0:0,0:3,0:0,0:0,0:1,1:0,0:0,0:0,2:3,0:1,0:0,0:1,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,Updated : 4 Hours Ago,3466
1:0,0:1,0:0,1:0,0:0,0:0,1:0,2:0,0:0,4:2,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3466
0:1,3:3,0:0,0:2,0:0,0:0,1:1,0:0,1:0,0:0,2:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 18 Hours Ago,3466
0:3,0:0,0:1,0:0,0:1,0:0,0:1,2:2,0:1,0:0,0:0,0:0,0:2,0:0,0:0,1:1,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 32 Hours Ago,3466
0:0,0:0,2:0,0:0,0:0,0:3,0:0,1:1,0:0,0:1,0:0,0:0,0:0,1:1,5:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,3466
0:0,0:1,0:0,0:0,0:1,0:0,2:1,5:2,0:3,0:0,0:0,1:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 40 Hours Ago,3466
0:0,5:3,0:0,0:0,0:0,0:0,3:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,2:3,0:0,0:0,0:0,0:0,Updated : 37 Hours Ago,3466
0:0,0:1,0:1,0:0,1:0,0:1,1:3,2:3,1:1,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,3466
0:1,2:1,3:5,0:0,0:2,0:0,0:1,0:0,0:2,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:1,0:0,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,3466
2:0,0:0,2:1,0:0,2:1,0:0,1:0,0:0,7:8,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3466
0:0,0:0,0:0,0:0,0:0,15:12,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,3466
0:1,0:0,1:0,1:3,3:1,0:0,0:0,0:0,4:6,0:0,0:1,1:0,0:0,0:0,0:0,2:1,0:0,0:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3466
0:0,1:1,1:0,0:0,0:0,0:0,1:1,2:2,1:0,0:0,7:4,0:0,1:1,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,1:0,0:1,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3466
0:0,0:0,0:0,0:0,0:0,15:12,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 49 Hours Ago,3466
1:1,0:0,1:1,0:0,1:1,0:0,1:0,0:0,0:1,0:0,0:0,3:1,14:2,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 13 Hours Ago,3466
0:1,1:1,1:0,0:0,0:1,1:0,1:1,5:8,0:0,0:0,1:0,0:0,0:1,0:0,0:0,2:3,0:0,1:0,1:1,0:0,0:0,1:0,1:1,0:0,0:0,0:0,0:0,Updated : 32 Hours Ago,3466
1:1,1:0,1:0,0:1,1:1,0:1,1:4,0:0,0:2,1:1,2:2,1:0,2:1,0:0,1:2,0:0,1:0,0:3,1:1,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,Updated : 26 Hours Ago,3466
0:0,0:0,0:0,1:0,0:0,0:0,9:11,0:0,2:3,0:0,0:1,0:0,2:7,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3466
0:0,0:1,0:0,0:0,1:0,0:0,0:0,23:9,1:0,0:0,1:3,0:0,1:1,0:1,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,3466
0:0,0:0,0:0,0:0,0:0,18:23,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,3466
1:1,4:1,2:0,0:0,1:1,2:2,5:4,7:2,0:1,1:0,0:1,0:0,1:0,0:0,0:0,0:1,0:0,3:1,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 123 Hours Ago,3466
1:1,1:1,3:2,4:0,0:1,0:0,1:2,4:5,3:3,0:0,1:0,0:1,1:1,0:0,0:0,0:1,0:0,0:1,1:2,0:0,0:0,0:1,1:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,3466
3:3,0:1,0:0,0:0,0:0,12:15,0:0,0:0,6:4,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,3466
0:1,0:0,9:2,0:0,0:0,0:1,0:0,0:0,15:14,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,1:1,0:0,0:0,1:1,0:1,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3466
3:2,0:1,1:1,4:2,6:6,2:0,1:0,0:0,4:4,0:0,0:1,0:0,0:0,0:0,0:0,2:2,0:0,0:0,2:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,3466
13:11,0:0,2:0,0:1,0:0,0:0,0:1,0:0,0:0,1:2,0:0,0:0,1:0,0:0,1:3,5:2,0:0,0:0,4:3,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 33 Hours Ago,3466
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,30:23,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3466
0:0,3:8,0:1,0:2,1:2,4:4,2:4,0:0,0:3,0:0,0:1,0:1,0:1,0:0,0:0,0:1,2:7,0:0,1:1,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,Updated : 27 Hours Ago,3466
2:2,3:1,0:0,0:0,2:2,8:5,0:1,1:0,4:1,0:0,0:0,1:0,0:0,0:0,0:0,1:1,0:0,1:1,9:5,0:0,0:0,1:2,0:1,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3466
0:3,0:0,0:1,0:0,0:0,30:23,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Min. Ago,3466
7:4,3:2,0:1,2:0,1:0,1:4,0:0,3:3,0:2,9:1,1:1,0:0,0:0,0:0,0:0,2:1,0:0,1:1,2:0,0:0,0:0,2:2,0:0,0:0,0:0,1:0,0:0,Updated : 175 Hours Ago,3466
0:2,1:1,9:8,1:1,2:1,1:3,0:1,3:1,1:2,1:1,0:0,1:1,0:1,0:0,0:0,1:1,0:0,1:1,6:7,0:0,0:1,1:2,0:0,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,3466
1:0,2:3,0:0,3:2,6:1,1:1,9:4,11:3,1:1,0:0,1:3,0:0,0:1,0:0,0:0,0:0,0:0,2:1,2:2,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 145 Hours Ago,3466
7:3,0:0,0:0,0:2,14:15,0:0,0:0,0:0,5:3,0:0,0:1,0:0,2:1,0:0,1:2,2:1,0:0,2:3,3:1,0:0,1:1,0:0,0:0,1:0,1:1,0:0,0:0,Updated : 52 Hours Ago,3466
2:1,4:3,2:0,2:2,3:5,4:1,1:1,1:1,1:5,3:2,14:3,1:1,1:1,1:0,0:0,0:1,0:0,1:0,2:1,2:0,1:0,1:0,0:1,0:0,0:0,0:0,2:0,Updated : 3 Hours Ago,3466
0:1,3:4,0:0,4:1,1:0,0:0,0:0,28:18,0:0,1:1,0:0,0:0,2:2,0:0,1:1,0:0,0:0,2:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 7 Hours Ago,3466
4:4,0:0,2:1,0:0,0:0,32:23,0:0,0:0,3:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,3466
0:0,0:0,1:1,0:0,0:0,43:37,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3466
1:0,0:0,1:0,2:0,1:0,2:4,1:0,0:0,1:1,3:7,2:0,0:0,1:0,1:0,0:0,0:0,1:0,20:15,1:0,0:0,0:0,0:1,11:11,0:0,1:0,0:0,0:0,Updated : 30 Min. Ago,3466
5:11,1:1,4:3,1:3,1:3,4:3,1:2,1:3,6:5,0:0,0:0,1:1,3:2,0:0,0:0,4:3,0:0,1:0,9:4,0:0,1:0,1:1,0:0,1:1,0:0,0:0,0:0,Updated : 20 Hours Ago,3466
2:1,6:11,0:0,5:3,0:0,2:1,4:6,1:1,7:8,0:3,1:1,0:0,5:2,0:0,0:0,0:3,1:1,1:0,6:2,0:0,1:1,1:1,0:1,0:1,0:0,1:0,0:0,Updated : 41 Hours Ago,3466
0:0,0:5,0:0,0:2,0:0,0:1,0:0,0:2,0:1,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,45:54,0:0,0:0,0:0,Updated : 26 Hours Ago,3466
6:7,3:6,0:0,4:4,1:0,0:0,0:1,0:0,8:6,1:0,0:1,1:1,1:1,0:1,1:1,6:8,1:0,0:0,17:16,3:0,0:2,2:4,0:0,1:2,1:3,0:0,3:0,Updated : 19 Hours Ago,3466
1:1,2:2,0:0,37:25,0:0,0:0,0:0,4:8,0:0,3:3,0:0,0:0,0:2,3:0,4:4,3:1,0:0,1:0,1:2,0:0,0:0,0:0,0:1,0:1,7:3,0:0,0:0,Updated : 217 Hours Ago,3466
0:1,0:0,0:1,1:1,0:1,0:0,1:1,0:0,0:1,57:40,0:1,1:1,0:0,0:0,0:0,1:2,2:3,0:0,1:2,0:0,0:0,0:0,0:1,1:2,0:1,0:1,0:0,Updated : 29 Hours Ago,3466
13:13,0:0,5:13,2:4,0:0,10:11,0:1,1:1,5:10,0:0,0:0,4:4,1:2,0:1,0:1,2:2,1:2,0:1,3:2,0:0,1:2,0:2,0:0,1:1,0:1,1:0,0:0,Updated : 30 Hours Ago,3466
2:1,15:16,1:2,2:1,0:0,8:11,5:7,2:3,4:7,1:1,6:8,0:2,1:0,0:1,2:2,3:2,0:0,3:4,1:0,0:0,0:0,0:0,0:2,0:1,0:2,0:0,0:0,Updated : 27 Hours Ago,3466
